roll_no,name,math,physics,chemistry,english,cs,economics
GRADSKEY08952,Student_8952,43,59,88,43,33,90
GRADSKEY08953,Student_8953,72,100,42,32,88,51
GRADSKEY08954,Student_8954,51,63,36,52,99,68
GRADSKEY08955,Student_8955,90,68,88,36,74,73
GRADSKEY08956,Student_8956,100,90,37,91,70,37
GRADSKEY08957,Student_8957,94,46,39,73,58,55
GRADSKEY08958,Student_8958,73,72,61,72,41,41
GRADSKEY08959,Student_8959,87,49,83,46,96,75
GRADSKEY08960,Student_8960,90,49,53,50,56,95
GRADSKEY08961,Student_8961,95,41,100,64,39,86
GRADSKEY08962,Student_8962,48,30,34,74,42,50
GRADSKEY08963,Student_8963,100,94,71,85,34,40
GRADSKEY08964,Student_8964,42,83,59,40,43,95
GRADSKEY08965,Student_8965,38,44,90,40,46,56
GRADSKEY08966,Student_8966,78,82,92,93,94,57
GRADSKEY08967,Student_8967,74,68,38,78,81,75
GRADSKEY08968,Student_8968,88,95,79,30,44,93
GRADSKEY08969,Student_8969,100,68,61,83,79,86
GRADSKEY08970,Student_8970,46,69,88,93,57,76
GRADSKEY08971,Student_8971,78,41,59,92,75,90
GRADSKEY08972,Student_8972,89,88,86,96,78,52
GRADSKEY08973,Student_8973,75,85,52,34,31,62
GRADSKEY08974,Student_8974,50,74,76,55,77,97
GRADSKEY08975,Student_8975,49,43,50,65,49,98
GRADSKEY08976,Student_8976,65,89,82,37,35,54
GRADSKEY08977,Student_8977,68,77,57,69,67,100
GRADSKEY08978,Student_8978,91,86,64,99,71,32
GRADSKEY08979,Student_8979,58,90,37,56,76,72
GRADSKEY08980,Student_8980,98,52,82,81,43,47
GRADSKEY08981,Student_8981,50,53,70,46,75,99
GRADSKEY08982,Student_8982,57,79,47,74,39,89
GRADSKEY08983,Student_8983,88,72,46,42,79,84
GRADSKEY08984,Student_8984,45,30,70,56,67,72
GRADSKEY08985,Student_8985,77,77,89,62,49,66
GRADSKEY08986,Student_8986,78,53,70,64,87,31
GRADSKEY08987,Student_8987,63,60,88,45,45,84
GRADSKEY08988,Student_8988,62,72,77,65,33,75
GRADSKEY08989,Student_8989,93,80,51,35,81,72
GRADSKEY08990,Student_8990,96,82,95,62,78,75
GRADSKEY08991,Student_8991,68,100,91,74,59,58
GRADSKEY08992,Student_8992,98,89,84,31,33,37
GRADSKEY08993,Student_8993,97,70,44,89,35,33
GRADSKEY08994,Student_8994,47,53,52,65,51,91
GRADSKEY08995,Student_8995,71,82,78,93,82,32
GRADSKEY08996,Student_8996,74,89,89,68,36,68
GRADSKEY08997,Student_8997,82,37,68,65,91,83
GRADSKEY08998,Student_8998,83,99,61,52,74,76
GRADSKEY08999,Student_8999,31,37,69,65,81,96
GRADSKEY09000,Student_9000,76,37,76,73,97,79
GRADSKEY09001,Student_9001,75,31,51,80,99,64
GRADSKEY09002,Student_9002,99,45,36,72,56,90
GRADSKEY09003,Student_9003,77,88,50,50,69,74
GRADSKEY09004,Student_9004,39,51,84,66,87,85
GRADSKEY09005,Student_9005,86,60,45,98,97,65
GRADSKEY09006,Student_9006,60,41,76,44,68,81
GRADSKEY09007,Student_9007,82,68,62,85,76,95
GRADSKEY09008,Student_9008,46,87,30,45,83,99
GRADSKEY09009,Student_9009,90,76,83,66,30,52
GRADSKEY09010,Student_9010,93,96,60,34,66,84
GRADSKEY09011,Student_9011,31,64,50,46,48,67
GRADSKEY09012,Student_9012,43,50,40,68,84,68
GRADSKEY09013,Student_9013,74,48,56,85,86,56
GRADSKEY09014,Student_9014,69,46,80,69,68,84
GRADSKEY09015,Student_9015,85,66,92,48,84,34
GRADSKEY09016,Student_9016,63,73,83,75,44,91
GRADSKEY09017,Student_9017,94,82,54,69,49,60
GRADSKEY09018,Student_9018,55,32,87,45,35,82
GRADSKEY09019,Student_9019,42,33,32,90,64,79
GRADSKEY09020,Student_9020,87,33,68,93,86,64
GRADSKEY09021,Student_9021,55,77,78,75,62,66
GRADSKEY09022,Student_9022,82,58,52,71,99,59
GRADSKEY09023,Student_9023,56,54,61,53,41,45
GRADSKEY09024,Student_9024,79,51,88,84,32,48
GRADSKEY09025,Student_9025,91,36,52,70,89,33
GRADSKEY09026,Student_9026,33,45,89,61,42,67
GRADSKEY09027,Student_9027,66,32,36,73,80,96
GRADSKEY09028,Student_9028,73,51,30,30,99,95
GRADSKEY09029,Student_9029,92,45,74,56,55,39
GRADSKEY09030,Student_9030,87,69,55,53,96,91
GRADSKEY09031,Student_9031,31,36,57,38,64,32
GRADSKEY09032,Student_9032,89,41,51,70,69,77
GRADSKEY09033,Student_9033,49,48,42,80,81,44
GRADSKEY09034,Student_9034,80,32,51,43,40,71
GRADSKEY09035,Student_9035,40,53,87,83,78,34
GRADSKEY09036,Student_9036,60,37,85,39,66,75
GRADSKEY09037,Student_9037,97,87,60,35,59,81
GRADSKEY09038,Student_9038,49,34,100,61,96,76
GRADSKEY09039,Student_9039,70,47,55,94,38,36
GRADSKEY09040,Student_9040,54,32,42,90,90,78
GRADSKEY09041,Student_9041,34,54,37,48,69,65
GRADSKEY09042,Student_9042,54,37,48,76,73,55
GRADSKEY09043,Student_9043,58,43,95,53,87,92
GRADSKEY09044,Student_9044,81,47,54,68,96,94
GRADSKEY09045,Student_9045,65,71,59,96,52,31
GRADSKEY09046,Student_9046,37,68,97,73,52,98
GRADSKEY09047,Student_9047,40,55,35,98,97,94
GRADSKEY09048,Student_9048,85,69,33,85,64,85
GRADSKEY09049,Student_9049,76,60,44,70,53,43
GRADSKEY09050,Student_9050,68,47,56,73,48,39
GRADSKEY09051,Student_9051,63,55,84,96,90,43
GRADSKEY09052,Student_9052,96,72,64,31,41,43
GRADSKEY09053,Student_9053,69,94,34,95,94,71
GRADSKEY09054,Student_9054,61,53,48,94,56,87
GRADSKEY09055,Student_9055,82,98,47,63,84,66
GRADSKEY09056,Student_9056,67,38,31,68,60,84
GRADSKEY09057,Student_9057,94,53,69,64,50,49
GRADSKEY09058,Student_9058,53,79,59,59,30,39
GRADSKEY09059,Student_9059,63,42,53,64,60,88
GRADSKEY09060,Student_9060,34,46,88,63,72,83
GRADSKEY09061,Student_9061,38,65,46,30,59,84
GRADSKEY09062,Student_9062,83,97,64,88,83,72
GRADSKEY09063,Student_9063,59,53,61,76,77,92
GRADSKEY09064,Student_9064,91,41,53,56,74,49
GRADSKEY09065,Student_9065,85,64,45,83,94,64
GRADSKEY09066,Student_9066,53,42,68,95,68,49
GRADSKEY09067,Student_9067,97,70,43,57,43,87
GRADSKEY09068,Student_9068,47,39,34,83,88,30
GRADSKEY09069,Student_9069,92,49,41,82,34,61
GRADSKEY09070,Student_9070,42,97,40,35,77,72
GRADSKEY09071,Student_9071,92,89,75,81,78,52
GRADSKEY09072,Student_9072,79,81,57,47,68,98
GRADSKEY09073,Student_9073,99,35,45,75,98,86
GRADSKEY09074,Student_9074,91,36,44,50,55,45
GRADSKEY09075,Student_9075,74,32,76,89,93,39
GRADSKEY09076,Student_9076,59,36,85,43,78,89
GRADSKEY09077,Student_9077,95,43,94,86,30,45
GRADSKEY09078,Student_9078,78,59,32,36,97,58
GRADSKEY09079,Student_9079,31,66,56,88,46,89
GRADSKEY09080,Student_9080,97,72,97,46,49,86
GRADSKEY09081,Student_9081,61,62,49,55,32,60
GRADSKEY09082,Student_9082,69,94,62,95,53,55
GRADSKEY09083,Student_9083,66,49,82,71,76,73
GRADSKEY09084,Student_9084,90,74,61,38,65,84
GRADSKEY09085,Student_9085,56,68,91,75,80,69
GRADSKEY09086,Student_9086,83,33,58,54,95,60
GRADSKEY09087,Student_9087,95,82,76,46,67,74
GRADSKEY09088,Student_9088,35,85,97,77,69,84
GRADSKEY09089,Student_9089,64,41,43,99,84,79
GRADSKEY09090,Student_9090,48,83,87,74,35,85
GRADSKEY09091,Student_9091,81,41,99,99,36,44
GRADSKEY09092,Student_9092,71,97,63,100,30,76
GRADSKEY09093,Student_9093,66,66,82,70,47,93
GRADSKEY09094,Student_9094,92,68,96,87,81,60
GRADSKEY09095,Student_9095,42,53,75,84,42,77
GRADSKEY09096,Student_9096,57,68,35,98,49,35
GRADSKEY09097,Student_9097,40,81,89,52,45,79
GRADSKEY09098,Student_9098,97,31,48,69,93,92
GRADSKEY09099,Student_9099,35,92,54,86,78,67
GRADSKEY09100,Student_9100,36,58,66,43,64,82
GRADSKEY09101,Student_9101,95,90,58,62,57,99
GRADSKEY09102,Student_9102,96,63,98,94,53,40
GRADSKEY09103,Student_9103,90,60,82,69,51,41
GRADSKEY09104,Student_9104,60,52,41,87,59,64
GRADSKEY09105,Student_9105,55,75,32,88,67,45
GRADSKEY09106,Student_9106,47,88,92,39,31,60
GRADSKEY09107,Student_9107,69,93,99,62,67,55
GRADSKEY09108,Student_9108,37,100,92,100,48,55
GRADSKEY09109,Student_9109,34,37,82,38,64,83
GRADSKEY09110,Student_9110,71,62,82,98,76,99
GRADSKEY09111,Student_9111,36,74,37,83,81,75
GRADSKEY09112,Student_9112,33,45,55,69,61,84
GRADSKEY09113,Student_9113,97,60,40,59,30,92
GRADSKEY09114,Student_9114,30,50,36,94,77,76
GRADSKEY09115,Student_9115,70,100,35,42,44,61
GRADSKEY09116,Student_9116,74,56,54,47,77,36
GRADSKEY09117,Student_9117,95,48,85,98,43,64
GRADSKEY09118,Student_9118,74,61,76,63,67,100
GRADSKEY09119,Student_9119,77,92,53,70,62,58
GRADSKEY09120,Student_9120,62,85,41,89,59,41
GRADSKEY09121,Student_9121,45,35,71,51,70,49
GRADSKEY09122,Student_9122,88,68,35,93,43,32
GRADSKEY09123,Student_9123,36,41,32,98,33,73
GRADSKEY09124,Student_9124,43,46,68,38,75,90
GRADSKEY09125,Student_9125,87,48,68,43,42,97
GRADSKEY09126,Student_9126,49,84,95,67,41,70
GRADSKEY09127,Student_9127,86,75,52,48,67,36
GRADSKEY09128,Student_9128,90,88,96,39,60,80
GRADSKEY09129,Student_9129,32,97,66,76,43,58
GRADSKEY09130,Student_9130,75,90,90,70,90,84
GRADSKEY09131,Student_9131,83,53,36,64,65,67
GRADSKEY09132,Student_9132,42,56,85,99,40,51
GRADSKEY09133,Student_9133,52,76,87,46,37,54
GRADSKEY09134,Student_9134,53,81,45,42,80,75
GRADSKEY09135,Student_9135,55,64,48,61,68,49
GRADSKEY09136,Student_9136,87,42,64,93,43,38
GRADSKEY09137,Student_9137,45,42,90,88,59,60
GRADSKEY09138,Student_9138,37,84,34,87,100,75
GRADSKEY09139,Student_9139,30,33,33,57,69,77
GRADSKEY09140,Student_9140,73,52,50,72,69,45
GRADSKEY09141,Student_9141,42,33,58,50,95,84
GRADSKEY09142,Student_9142,71,96,60,95,60,39
GRADSKEY09143,Student_9143,62,88,86,99,69,32
GRADSKEY09144,Student_9144,90,30,100,56,89,61
GRADSKEY09145,Student_9145,97,53,74,73,93,78
GRADSKEY09146,Student_9146,70,65,55,71,81,52
GRADSKEY09147,Student_9147,40,92,67,67,70,38
GRADSKEY09148,Student_9148,77,57,34,90,35,100
GRADSKEY09149,Student_9149,50,51,86,94,43,97
GRADSKEY09150,Student_9150,100,100,92,40,36,90
GRADSKEY09151,Student_9151,85,56,86,100,78,79
GRADSKEY09152,Student_9152,64,74,60,78,67,44
GRADSKEY09153,Student_9153,71,42,90,57,37,87
GRADSKEY09154,Student_9154,55,86,77,92,78,51
GRADSKEY09155,Student_9155,63,32,56,59,48,75
GRADSKEY09156,Student_9156,100,31,65,50,53,91
GRADSKEY09157,Student_9157,56,79,74,49,65,64
GRADSKEY09158,Student_9158,88,92,98,56,54,81
GRADSKEY09159,Student_9159,97,86,45,58,39,59
GRADSKEY09160,Student_9160,40,80,32,56,98,43
GRADSKEY09161,Student_9161,31,49,84,99,90,47
GRADSKEY09162,Student_9162,44,52,93,98,77,90
GRADSKEY09163,Student_9163,66,39,64,71,39,79
GRADSKEY09164,Student_9164,91,41,69,84,89,92
GRADSKEY09165,Student_9165,61,92,63,95,78,38
GRADSKEY09166,Student_9166,95,79,59,52,56,59
GRADSKEY09167,Student_9167,32,50,50,40,40,50
GRADSKEY09168,Student_9168,31,33,59,50,95,45
GRADSKEY09169,Student_9169,78,70,86,46,86,40
GRADSKEY09170,Student_9170,76,66,88,57,79,90
GRADSKEY09171,Student_9171,81,98,97,35,58,35
GRADSKEY09172,Student_9172,37,55,61,63,90,65
GRADSKEY09173,Student_9173,33,84,50,67,76,30
GRADSKEY09174,Student_9174,39,57,36,64,80,47
GRADSKEY09175,Student_9175,63,53,42,44,86,100
GRADSKEY09176,Student_9176,81,44,66,98,40,44
GRADSKEY09177,Student_9177,88,56,63,92,77,70
GRADSKEY09178,Student_9178,81,40,92,33,36,94
GRADSKEY09179,Student_9179,65,72,33,92,87,89
GRADSKEY09180,Student_9180,55,57,83,48,90,33
GRADSKEY09181,Student_9181,67,78,50,90,65,87
GRADSKEY09182,Student_9182,64,56,55,62,70,91
GRADSKEY09183,Student_9183,67,40,51,100,59,79
GRADSKEY09184,Student_9184,88,62,90,44,90,55
GRADSKEY09185,Student_9185,38,92,61,50,81,74
GRADSKEY09186,Student_9186,89,47,43,67,86,99
GRADSKEY09187,Student_9187,79,50,63,94,56,52
GRADSKEY09188,Student_9188,72,68,34,39,86,87
GRADSKEY09189,Student_9189,58,60,65,98,100,80
GRADSKEY09190,Student_9190,92,85,74,74,87,66
GRADSKEY09191,Student_9191,66,100,52,73,83,85
GRADSKEY09192,Student_9192,89,71,88,69,39,75
GRADSKEY09193,Student_9193,93,58,32,75,93,58
GRADSKEY09194,Student_9194,47,61,69,31,31,50
GRADSKEY09195,Student_9195,36,98,50,73,74,64
GRADSKEY09196,Student_9196,98,72,79,99,53,69
GRADSKEY09197,Student_9197,87,71,34,37,77,69
GRADSKEY09198,Student_9198,76,56,55,52,99,41
GRADSKEY09199,Student_9199,41,76,31,80,52,61
GRADSKEY09200,Student_9200,79,93,58,79,61,84
GRADSKEY09201,Student_9201,88,66,32,51,47,63
GRADSKEY09202,Student_9202,32,47,43,43,35,60
GRADSKEY09203,Student_9203,99,48,90,89,53,30
GRADSKEY09204,Student_9204,79,71,50,62,92,70
GRADSKEY09205,Student_9205,37,34,75,58,97,38
GRADSKEY09206,Student_9206,30,70,61,76,70,44
GRADSKEY09207,Student_9207,87,57,99,71,74,72
GRADSKEY09208,Student_9208,75,37,35,72,77,53
GRADSKEY09209,Student_9209,98,83,36,35,95,30
GRADSKEY09210,Student_9210,32,98,85,96,62,100
GRADSKEY09211,Student_9211,97,88,49,59,83,77
GRADSKEY09212,Student_9212,32,64,98,79,61,75
GRADSKEY09213,Student_9213,59,54,43,48,79,57
GRADSKEY09214,Student_9214,58,33,53,68,80,63
GRADSKEY09215,Student_9215,61,94,39,57,47,54
GRADSKEY09216,Student_9216,95,85,63,91,41,77
GRADSKEY09217,Student_9217,79,48,61,54,31,69
GRADSKEY09218,Student_9218,68,38,56,64,59,97
GRADSKEY09219,Student_9219,50,37,37,57,55,65
GRADSKEY09220,Student_9220,58,66,39,84,45,33
GRADSKEY09221,Student_9221,79,76,42,44,87,94
GRADSKEY09222,Student_9222,40,78,95,71,90,71
GRADSKEY09223,Student_9223,88,43,42,54,45,37
GRADSKEY09224,Student_9224,82,35,100,55,40,63
GRADSKEY09225,Student_9225,95,54,47,40,85,78
GRADSKEY09226,Student_9226,100,88,45,40,70,83
GRADSKEY09227,Student_9227,34,53,69,77,80,69
GRADSKEY09228,Student_9228,45,92,48,82,78,99
GRADSKEY09229,Student_9229,90,59,87,35,97,48
GRADSKEY09230,Student_9230,81,79,44,74,30,95
GRADSKEY09231,Student_9231,39,69,56,85,63,30
GRADSKEY09232,Student_9232,65,36,33,67,57,55
GRADSKEY09233,Student_9233,81,51,43,65,42,89
GRADSKEY09234,Student_9234,68,31,46,31,78,58
GRADSKEY09235,Student_9235,78,78,94,64,91,44
GRADSKEY09236,Student_9236,93,65,37,91,42,79
GRADSKEY09237,Student_9237,97,64,59,44,60,30
GRADSKEY09238,Student_9238,43,47,35,56,97,36
GRADSKEY09239,Student_9239,69,40,68,89,36,55
GRADSKEY09240,Student_9240,57,53,40,62,90,74
GRADSKEY09241,Student_9241,60,31,51,44,45,68
GRADSKEY09242,Student_9242,65,58,78,89,33,89
GRADSKEY09243,Student_9243,52,52,70,39,46,60
GRADSKEY09244,Student_9244,96,49,100,92,37,93
GRADSKEY09245,Student_9245,86,60,51,59,88,47
GRADSKEY09246,Student_9246,63,75,84,49,78,55
GRADSKEY09247,Student_9247,99,52,49,88,99,53
GRADSKEY09248,Student_9248,40,96,47,56,98,68
GRADSKEY09249,Student_9249,48,33,97,37,62,73
GRADSKEY09250,Student_9250,89,50,47,34,81,45
GRADSKEY09251,Student_9251,72,52,59,60,100,97
GRADSKEY09252,Student_9252,74,38,53,77,76,45
GRADSKEY09253,Student_9253,42,50,95,58,40,85
GRADSKEY09254,Student_9254,54,89,71,87,45,73
GRADSKEY09255,Student_9255,44,56,77,70,89,41
GRADSKEY09256,Student_9256,32,90,35,60,30,33
GRADSKEY09257,Student_9257,78,58,47,74,94,89
GRADSKEY09258,Student_9258,78,61,75,82,53,43
GRADSKEY09259,Student_9259,59,63,94,44,95,50
GRADSKEY09260,Student_9260,63,96,84,42,91,82
GRADSKEY09261,Student_9261,72,48,47,32,57,85
GRADSKEY09262,Student_9262,41,96,59,65,80,40
GRADSKEY09263,Student_9263,100,66,81,57,90,93
GRADSKEY09264,Student_9264,33,89,100,74,47,34
GRADSKEY09265,Student_9265,60,47,79,94,39,96
GRADSKEY09266,Student_9266,35,60,49,68,58,84
GRADSKEY09267,Student_9267,45,96,50,36,82,52
GRADSKEY09268,Student_9268,92,100,65,43,48,37
GRADSKEY09269,Student_9269,85,85,83,82,43,91
GRADSKEY09270,Student_9270,42,48,59,92,94,60
GRADSKEY09271,Student_9271,99,47,55,75,77,53
GRADSKEY09272,Student_9272,78,66,56,40,70,73
GRADSKEY09273,Student_9273,72,44,74,38,75,91
GRADSKEY09274,Student_9274,65,70,45,99,42,64
GRADSKEY09275,Student_9275,33,83,98,79,77,32
GRADSKEY09276,Student_9276,55,81,35,56,85,92
GRADSKEY09277,Student_9277,40,80,96,55,90,100
GRADSKEY09278,Student_9278,50,91,41,94,73,88
GRADSKEY09279,Student_9279,65,48,82,78,76,94
GRADSKEY09280,Student_9280,77,64,90,72,62,59
GRADSKEY09281,Student_9281,67,74,98,59,46,79
GRADSKEY09282,Student_9282,50,50,67,43,68,56
GRADSKEY09283,Student_9283,98,47,36,47,47,88
GRADSKEY09284,Student_9284,59,50,64,86,83,74
GRADSKEY09285,Student_9285,92,38,82,91,45,65
GRADSKEY09286,Student_9286,90,59,93,33,84,30
GRADSKEY09287,Student_9287,66,49,71,85,82,75
GRADSKEY09288,Student_9288,81,69,33,38,46,95
GRADSKEY09289,Student_9289,91,72,45,84,83,76
GRADSKEY09290,Student_9290,53,30,49,76,66,57
GRADSKEY09291,Student_9291,39,65,72,54,67,53
GRADSKEY09292,Student_9292,38,76,64,30,100,61
GRADSKEY09293,Student_9293,95,61,94,94,59,89
GRADSKEY09294,Student_9294,64,30,55,79,66,68
GRADSKEY09295,Student_9295,60,82,62,97,30,44
GRADSKEY09296,Student_9296,61,59,72,83,49,86
GRADSKEY09297,Student_9297,97,51,49,78,98,96
GRADSKEY09298,Student_9298,67,40,75,96,91,65
GRADSKEY09299,Student_9299,93,46,86,86,38,60
GRADSKEY09300,Student_9300,86,68,62,51,64,41
GRADSKEY09301,Student_9301,71,46,89,74,53,38
GRADSKEY09302,Student_9302,45,47,96,39,64,66
GRADSKEY09303,Student_9303,93,95,62,54,100,96
GRADSKEY09304,Student_9304,78,87,54,31,42,52
GRADSKEY09305,Student_9305,48,58,94,94,46,57
GRADSKEY09306,Student_9306,53,70,74,100,100,84
GRADSKEY09307,Student_9307,90,31,35,61,57,53
GRADSKEY09308,Student_9308,39,94,58,44,58,43
GRADSKEY09309,Student_9309,76,64,34,80,66,60
GRADSKEY09310,Student_9310,66,61,55,38,68,55
GRADSKEY09311,Student_9311,39,84,52,31,91,53
GRADSKEY09312,Student_9312,38,42,96,33,38,51
GRADSKEY09313,Student_9313,76,60,82,62,91,43
GRADSKEY09314,Student_9314,58,71,72,91,55,96
GRADSKEY09315,Student_9315,57,38,42,95,81,86
GRADSKEY09316,Student_9316,48,57,91,93,32,90
GRADSKEY09317,Student_9317,32,70,44,68,32,50
GRADSKEY09318,Student_9318,85,31,83,46,95,71
GRADSKEY09319,Student_9319,54,87,56,69,100,59
GRADSKEY09320,Student_9320,73,52,30,63,69,72
GRADSKEY09321,Student_9321,74,42,69,72,46,44
GRADSKEY09322,Student_9322,92,72,95,37,65,68
GRADSKEY09323,Student_9323,32,93,45,53,51,55
GRADSKEY09324,Student_9324,89,97,30,72,96,79
GRADSKEY09325,Student_9325,86,56,38,91,67,93
GRADSKEY09326,Student_9326,71,49,31,30,33,89
GRADSKEY09327,Student_9327,34,91,41,93,72,96
GRADSKEY09328,Student_9328,64,90,97,90,67,98
GRADSKEY09329,Student_9329,87,68,97,97,78,56
GRADSKEY09330,Student_9330,79,82,92,57,64,95
GRADSKEY09331,Student_9331,37,100,39,51,35,35
GRADSKEY09332,Student_9332,95,68,70,47,66,30
GRADSKEY09333,Student_9333,67,77,91,43,33,80
GRADSKEY09334,Student_9334,79,58,79,100,43,65
GRADSKEY09335,Student_9335,93,61,95,87,66,71
GRADSKEY09336,Student_9336,91,49,31,61,72,64
GRADSKEY09337,Student_9337,91,86,54,88,77,53
GRADSKEY09338,Student_9338,89,80,56,94,49,91
GRADSKEY09339,Student_9339,63,98,78,67,85,72
GRADSKEY09340,Student_9340,91,66,40,74,60,82
GRADSKEY09341,Student_9341,52,83,34,36,70,62
GRADSKEY09342,Student_9342,99,80,43,48,66,53
GRADSKEY09343,Student_9343,95,52,73,92,30,96
GRADSKEY09344,Student_9344,32,81,89,88,85,73
GRADSKEY09345,Student_9345,60,43,35,61,39,42
GRADSKEY09346,Student_9346,73,57,97,50,99,100
GRADSKEY09347,Student_9347,82,33,79,69,68,61
GRADSKEY09348,Student_9348,63,73,45,35,79,44
GRADSKEY09349,Student_9349,84,76,36,84,41,49
GRADSKEY09350,Student_9350,67,82,88,81,47,72
GRADSKEY09351,Student_9351,97,84,94,70,50,35
GRADSKEY09352,Student_9352,75,61,63,99,45,99
GRADSKEY09353,Student_9353,58,88,70,90,90,56
GRADSKEY09354,Student_9354,51,86,61,30,64,95
GRADSKEY09355,Student_9355,36,35,65,40,87,56
GRADSKEY09356,Student_9356,80,84,98,100,84,98
GRADSKEY09357,Student_9357,34,65,52,33,74,98
GRADSKEY09358,Student_9358,39,47,65,85,83,74
GRADSKEY09359,Student_9359,47,37,33,95,64,37
GRADSKEY09360,Student_9360,33,40,93,64,34,65
GRADSKEY09361,Student_9361,51,60,39,48,72,59
GRADSKEY09362,Student_9362,87,88,88,94,64,39
GRADSKEY09363,Student_9363,30,85,100,56,32,71
GRADSKEY09364,Student_9364,77,46,99,51,75,39
GRADSKEY09365,Student_9365,74,56,66,49,71,40
GRADSKEY09366,Student_9366,73,38,76,93,79,43
GRADSKEY09367,Student_9367,32,38,81,35,34,89
GRADSKEY09368,Student_9368,83,64,36,67,60,93
GRADSKEY09369,Student_9369,38,43,32,61,84,77
GRADSKEY09370,Student_9370,67,71,90,59,35,91
GRADSKEY09371,Student_9371,54,33,54,75,56,88
GRADSKEY09372,Student_9372,52,40,77,54,50,86
GRADSKEY09373,Student_9373,50,64,80,74,44,70
GRADSKEY09374,Student_9374,47,82,92,77,41,32
GRADSKEY09375,Student_9375,34,44,68,70,89,48
GRADSKEY09376,Student_9376,83,91,32,97,40,78
GRADSKEY09377,Student_9377,63,46,61,63,33,35
GRADSKEY09378,Student_9378,90,74,55,95,41,80
GRADSKEY09379,Student_9379,100,91,33,84,54,61
GRADSKEY09380,Student_9380,70,81,71,61,36,78
GRADSKEY09381,Student_9381,92,55,61,69,87,49
GRADSKEY09382,Student_9382,71,58,56,58,49,96
GRADSKEY09383,Student_9383,41,67,94,59,30,63
GRADSKEY09384,Student_9384,43,85,96,42,86,94
GRADSKEY09385,Student_9385,43,58,66,71,62,49
GRADSKEY09386,Student_9386,75,100,51,31,84,56
GRADSKEY09387,Student_9387,73,51,44,94,68,51
GRADSKEY09388,Student_9388,66,51,75,60,91,78
GRADSKEY09389,Student_9389,72,65,60,80,75,61
GRADSKEY09390,Student_9390,51,33,66,51,69,57
GRADSKEY09391,Student_9391,37,35,42,71,58,64
GRADSKEY09392,Student_9392,93,42,42,71,41,62
GRADSKEY09393,Student_9393,83,81,62,64,83,100
GRADSKEY09394,Student_9394,37,100,47,92,93,86
GRADSKEY09395,Student_9395,70,39,73,93,88,32
GRADSKEY09396,Student_9396,41,49,60,35,87,50
GRADSKEY09397,Student_9397,68,72,48,84,59,51
GRADSKEY09398,Student_9398,59,43,76,52,36,90
GRADSKEY09399,Student_9399,31,31,39,34,72,36
GRADSKEY09400,Student_9400,36,52,86,76,81,35
GRADSKEY09401,Student_9401,30,87,80,74,60,97
GRADSKEY09402,Student_9402,59,71,79,88,65,45
GRADSKEY09403,Student_9403,58,88,48,38,50,91
GRADSKEY09404,Student_9404,55,91,72,97,72,48
GRADSKEY09405,Student_9405,41,53,54,94,84,43
GRADSKEY09406,Student_9406,32,67,44,82,57,71
GRADSKEY09407,Student_9407,56,57,64,74,66,51
GRADSKEY09408,Student_9408,78,31,82,67,99,54
GRADSKEY09409,Student_9409,86,59,35,51,47,35
GRADSKEY09410,Student_9410,45,84,98,60,34,46
GRADSKEY09411,Student_9411,91,69,33,47,51,37
GRADSKEY09412,Student_9412,32,42,54,75,63,83
GRADSKEY09413,Student_9413,80,59,67,63,31,94
GRADSKEY09414,Student_9414,36,53,39,70,47,53
GRADSKEY09415,Student_9415,71,58,30,99,74,76
GRADSKEY09416,Student_9416,33,78,45,66,65,92
GRADSKEY09417,Student_9417,68,38,92,85,63,65
GRADSKEY09418,Student_9418,89,100,40,44,40,30
GRADSKEY09419,Student_9419,75,30,59,93,41,99
GRADSKEY09420,Student_9420,36,50,65,62,99,96
GRADSKEY09421,Student_9421,36,38,39,42,77,67
GRADSKEY09422,Student_9422,62,77,37,63,53,71
GRADSKEY09423,Student_9423,84,66,61,32,88,62
GRADSKEY09424,Student_9424,74,77,99,91,88,37
GRADSKEY09425,Student_9425,59,60,41,86,72,60
GRADSKEY09426,Student_9426,94,96,81,100,55,98
GRADSKEY09427,Student_9427,92,36,71,87,81,89
GRADSKEY09428,Student_9428,36,76,76,83,46,34
GRADSKEY09429,Student_9429,35,63,62,36,31,38
GRADSKEY09430,Student_9430,42,39,76,65,62,91
GRADSKEY09431,Student_9431,52,48,68,79,57,44
GRADSKEY09432,Student_9432,99,73,98,75,34,86
GRADSKEY09433,Student_9433,49,90,91,55,53,38
GRADSKEY09434,Student_9434,30,38,75,48,40,35
GRADSKEY09435,Student_9435,63,89,59,56,68,41
GRADSKEY09436,Student_9436,84,84,100,41,83,73
GRADSKEY09437,Student_9437,73,58,58,80,42,81
GRADSKEY09438,Student_9438,92,87,71,82,100,75
GRADSKEY09439,Student_9439,64,75,77,70,48,66
GRADSKEY09440,Student_9440,81,73,96,53,71,92
GRADSKEY09441,Student_9441,34,30,30,86,53,36
GRADSKEY09442,Student_9442,84,63,81,66,47,41
GRADSKEY09443,Student_9443,30,39,89,84,79,49
GRADSKEY09444,Student_9444,81,54,56,91,61,60
GRADSKEY09445,Student_9445,67,81,34,100,60,92
GRADSKEY09446,Student_9446,83,41,59,32,46,91
GRADSKEY09447,Student_9447,65,99,50,49,93,66
GRADSKEY09448,Student_9448,75,48,53,99,36,56
GRADSKEY09449,Student_9449,87,75,75,78,80,93
GRADSKEY09450,Student_9450,55,46,72,77,88,38
